Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RPS3	39317.954360310876	0.19450224952529954	0.2763587983182705	0.7038033553080503	0.4815552438862466	0.864609645451182
RPS19	39173.87035159821	0.23946220136222937	0.27320905554395497	0.8764797377797887	0.380769286890972	0.8141885266840634
RPS16	38669.98528857413	0.3597093685727772	0.2780120591348233	1.293862466585791	0.19571293110788057	0.662095292011637
NIBAN2	38464.79001098168	0.10702381071294388	0.28863967608437396	0.3707869000021297	0.7107962592584536	0.940251734669527
PPIA	37440.75376757705	0.006191041917208555	0.24006432431800825	0.025789096046638777	0.9794255590521388	0.9979295603295879
CCN1	37165.191923028535	0.16468437119212326	0.23650801025767224	0.6963162516681861	0.4862307976969663	0.8670739089793904
EEF2	37293.499154485085	-0.07949273293410743	0.2731412671984704	-0.291031574062173	0.7710271715561988	0.954046689695561
RPL3	35685.01515139311	0.10525043450871276	0.23134466344136512	0.45495077752415386	0.6491446510818144	0.9260177132745073
RPS5	35310.054486370966	0.12667823029067207	0.2876403031284305	0.4404050090091535	0.6596437976846404	0.9291789376083714
RPL29	34959.197563461414	-0.020766262545199955	0.2506507953295201	-0.08284937822718423	0.9339713059066768	0.9894608004930318
RPL13	35115.60699892867	0.33396604606560376	0.28610343030809443	1.1672913033792283	0.24309274950276527	0.7118166964192362
RPL12	34089.439113915374	0.31719465354278603	0.24478929910798047	1.2957864363297449	0.19504907230727953	0.6609892306928083
TMSB10	33649.65858782001	0.13665555502959797	0.25756486283133706	0.5305675375413496	0.5957184960929519	0.909416009333839
RPS11	33573.759881068014	0.1779799651039178	0.2691863121945247	0.661177619519162	0.5084984121647322	0.8734958675954239
RPL35	32896.0768614545	0.20746344245237	0.2918958169300138	0.7107448288719819	0.4772423746253729	0.863221202981775
KRT8	33049.29247749321	0.3050681484311928	0.2892668664412943	1.054625274523466	0.29159673974150613	0.7515913702045273
ACTN4	32483.90283884689	0.43140043797739225	0.27924225650819806	1.5448966906795036	0.12237125406199226	0.5550551296235189
LGALS1	31954.87011733695	-0.04483364202913431	0.2863513863879537	-0.15656862219061488	0.8755848333650526	0.97743762011675
UBC	31499.285770960396	0.1588164543713225	0.23298221495523175	0.6816677161466577	0.49544908572390745	0.8699621736447913
MT-RNR1	31444.694990327775	-0.023630883194777297	0.25826187321292426	-0.09149969719028092	0.9270955468354598	0.9886771435165821
IER3	31418.547663936304	0.2963916428262918	0.2519820171364495	1.1762412500483885	0.23949848506841098	0.710611156115119
RPL4	30242.086323252704	0.07416964496472003	0.2214183296853206	0.3349751805558728	0.7376438087490005	0.9453442823116791
AXL	29986.139215422107	0.4373165260730857	0.2510979025085569	1.741617598968923	0.08157537976922871	0.4605792309526374
HSPA8	29452.206108281156	-0.49197669959049006	0.23586678096908817	-2.085824453825767	0.036994527462755514	0.32216798465406493
RACK1	29683.687169779834	0.2293862036483112	0.2500517209586208	0.9173550286673314	0.358956630223739	0.8024087780178824
HSP90AB1	28890.91650861342	-0.300332396173858	0.21959169808570714	-1.367685567314287	0.17141051950403463	0.6341768591769976
RPL27A	28625.70193394308	0.08512126919938728	0.24469359416121736	0.34786880911686147	0.7279387107145889	0.9446982739002813
RPL19	28135.723820374482	-0.020426421951578632	0.23614566603659398	-0.08649924554792922	0.9310695557908659	0.9887161349369195
RPL18	28055.554031218988	0.21283817753514464	0.2808656902769004	0.7577934397231336	0.4485746503174499	0.8501690285656965
TPI1	27858.3945400748	-0.5439045706185952	0.28507461843357984	-1.907937555462591	0.0563992875803332	0.3978137379621512
PFN1	27887.09062393346	-0.0748717968109048	0.2872344525970809	-0.26066440196828156	0.7943513203179536	0.956668651852448
CFL1	27456.34740490616	0.21560044361623376	0.28669806861428315	0.7520121940768898	0.4520437256583122	0.851761559957283
RPL28	27178.430719145686	0.2363421053547664	0.27480293558020863	0.860042142038121	0.3897658126952185	0.8181898448526232
CALR	26924.232184013923	-0.5375580011598208	0.251320541226202	-2.1389338035683667	0.032441029881772186	0.301349807696944
PLEC	26576.78003830247	0.0285523755750511	0.3014066567797996	0.0947304080145475	0.924528964477317	0.9877300207094847
MT-ND3	26208.521180360665	0.18171687490150248	0.25080012533480694	0.7245485809024959	0.4687290133687678	0.859656285270694
HSPA5	25452.763063824164	0.6390153840797124	0.2677629022248822	2.3864970792071554	0.0170097424849107	0.2146568515769206
RPL18A	25584.72380535498	-0.051467035071079484	0.28420649128980013	-0.18109028698644147	0.8562967084168384	0.9721704709203839
RPL10	25079.756670272345	0.22676818620670972	0.2654827302776915	0.8541730227405495	0.39300912833023294	0.8200013913395362
TUBB4B	25052.14569098655	-0.1664846619492878	0.2885760646433984	-0.5769177778310116	0.5639950004846336	0.8967759190861926
RPL10A	24531.490843571508	0.5186338714211566	0.224887305407163	2.3061945203272347	0.021099765635984594	0.23895749523729398
RPL32	24574.467950145554	-0.04866382635429429	0.23756378716762622	-0.20484530464214581	0.8376929894847353	0.9673389619166974
FTH1	24573.543140841695	0.5261612759417473	0.2613351348924954	2.0133583498376235	0.0440769439381417	0.3527680668820822
RPS9	24135.490388035716	0.04694432529303209	0.28820121216880423	0.1628873277102527	0.8706071485938122	0.9764021464806756
PSAP	23784.363313765003	0.42879745405652925	0.26566310054430253	1.6140647804606272	0.10651337572491643	0.5199150034254212
LMNA	23878.446392433747	0.3418048573804109	0.2925950976459528	1.1681838148703472	0.2427326276173657	0.7117352806439634
PGK1	23617.18479608363	-0.6702612495179666	0.2626711851273231	-2.551712130864581	0.010719504642519554	0.16653685310175756
RPL41	23371.63065406661	-0.07519956077192946	0.23710741723623496	-0.31715397876822476	0.7511267682143514	0.9477461951902375
RPLP1	23502.475352042038	0.20294388970975513	0.27900402505032484	0.7273869603606955	0.4669889402013362	0.8589112780367242
RPS14	23349.606507339628	0.03579093524175362	0.2554248756530788	0.14012313855587546	0.8885626990253328	0.9800289659892522
MTCH1	23235.748284723446	0.2540189924033226	0.2764091522285482	0.9189963152641473	0.358097499517836	0.8024087780178824
MT-ND5	22973.388611200393	-0.5260572072864486	0.2511314133931226	-2.0947487221081156	0.03619333560891508	0.3188282354972492
ATP5F1B	22633.463048719877	-0.32689247504188906	0.24482622715104713	-1.3352020281724581	0.18181023324913803	0.6457487936325593
RPS8	21190.420125826015	0.036804804382444115	0.2229341756031795	0.16509269735276605	0.8688710208108524	0.9760556926350179
RPL6	21067.152402401265	-0.09045593395035373	0.23011397837651376	-0.3930918694663096	0.6942516289820576	0.9379877292911829
FLNB	21406.561219439023	0.43626039099876357	0.2606589898234898	1.6736825048473702	0.09419301393470424	0.4954772867500963
RPS15	21016.22474880479	-0.2241645435933299	0.2680573595850165	-0.8362558817275613	0.40301096701884953	0.8260729924043794
WDR1	20863.937713017414	0.2875589570795886	0.2414154126708669	1.1911375247264406	0.2335996007579153	0.7040468843844188
QSOX1	20796.20061347846	-0.15366507385786407	0.28385309132385506	-0.5413542376487412	0.5882634430808877	0.9073101996696006
APLP2	20396.147859766763	0.34021714181225615	0.21900306379515183	1.5534811975529434	0.12030821781078047	0.5504126461074729
CAVIN1	20350.48512830932	0.01376830747460316	0.28455768606699094	0.04838494318990845	0.9614094588441294	0.9959535949453058
BSG	20170.453427252687	-0.026967909830228082	0.2916147866285689	-0.09247785457661732	0.926318385300708	0.9886771435165821
RPL27	19823.596497418603	-0.08340440194664257	0.258271435601923	-0.3229331255787605	0.7467458886333815	0.9474620079040107
RPS3A	19195.32068144201	0.0934162920534725	0.24306018085824493	0.3843340020715026	0.7007309095997354	0.9387530694172306
RPS24	19145.049575832865	-0.08843732820748358	0.28191244385402336	-0.31370494682128036	0.7537451432883189	0.9489271784104775
YBX1	19031.48459677331	0.16020286506451156	0.21569349577091326	0.7427338710049098	0.4576428189144224	0.8557311152411856
MSN	19139.010351387875	0.014144905816830132	0.23275655682526222	0.06077124532929556	0.9515413908841749	0.9935242092479948
P4HB	18949.45597601281	-0.2076112810346231	0.26673489024327574	-0.77834317379804	0.43636672971911394	0.8443333642096297
RPL37A	18917.99407838169	0.21968964435109586	0.27509665627319996	0.7985907474386781	0.424527754455031	0.835437387851474
SLC7A5	18826.56582295484	1.2964313830912078	0.27566650510354673	4.702897737264954	2.564949049347482e-06	0.00029453255360273106
PGAM1	18599.45463812698	-0.5441973204397408	0.26037993305882773	-2.0900125214979224	0.036616674917578945	0.3206384984264579
YWHAZ	17647.871636087944	-0.011828460193426753	0.2778461390319238	-0.04257197971020822	0.9660427321845702	0.9969881479227887
TGM2	18141.41395133966	0.5681817967000139	0.2797243954823191	2.0312200361370616	0.042232678767528245	0.34453584314369223
SQSTM1	18022.398793639968	0.745111566714648	0.25458800297255646	2.9267347950993905	0.003425408373524297	0.08228603408862299
MT2A	17948.64908381581	-0.2971592396874773	0.2638769641303149	-1.1261280069173678	0.2601113408932396	0.7244774940975571
RPL5	17473.85563395129	0.1724646962390568	0.24160413033346717	0.713831737897102	0.47533123174996883	0.862403403548156
PTTG1IP	17705.74169565478	0.48825662260505354	0.22360043874752866	2.1836120954858815	0.02899076400685456	0.28618736569586434
B2M	17264.088084689032	-0.09842197333707223	0.26657214402669677	-0.3692132713132075	0.7119687645635477	0.940251734669527
GNAS	17531.438629485954	0.3228276906058635	0.24437024604766736	1.3210597273077678	0.18648144991976046	0.6512772121766268
PSMD2	17585.228800849713	-0.1933802435965077	0.27210113777410955	-0.7106925210913538	0.477274795200596	0.863221202981775
MYH9	17484.490180785215	0.13993862837319473	0.26250709401521005	0.5330851301301841	0.5939746519458531	0.9089833260543768
EIF1	17308.20040229234	0.7477449296029328	0.23186636793366072	3.2248960307036425	0.0012601842510539666	0.04164008818125464
LASP1	17134.55066221928	0.14481538955903858	0.26328498020056573	0.5500328558382663	0.5822968383646412	0.9039279108304799
RPS6	16716.329276038767	0.13115488179722776	0.2295970373457141	0.5712394345914065	0.5678373503771186	0.8983924649163163
SERPINE1	16910.10609580013	0.16001384640249036	0.24130141492866689	0.6631285044465793	0.5072482562214933	0.8734958675954239
RPS4X	16786.13357246742	-0.018369276641483332	0.22198548230450996	-0.08274990080786078	0.9340504057926904	0.9894798560710187
GPX1	17042.67582608305	0.04947016074671549	0.3114151848336134	0.15885596835346033	0.873782352245684	0.9774126335669828
DUSP1	16641.5544764726	0.4533633727421565	0.228719143669839	1.9821837624427114	0.04745867733909838	0.36354708306416933
VIM	16482.551765894957	0.04099876243092487	0.22280066357831202	0.18401544130282294	0.854001341366206	0.9721704709203839
TAGLN2	16563.476914999726	-0.11925730357801381	0.2792429109478218	-0.42707370143515566	0.6693256471466258	0.9306184244698169
OAZ1	16384.763735776112	-0.03578240286316787	0.26704324566647064	-0.13399478715091362	0.8934066965137006	0.9812867392479022
HLA-E	16329.18943717161	0.3142495303376091	0.25486754455387645	1.2329915560165798	0.21757891455321565	0.6840321651445267
UBE2S	16376.883609293307	-0.1389565671280977	0.29245311952251646	-0.47514134010596243	0.6346862344188002	0.9217980643590594
ARF1	16158.501942799478	-0.04804972601271056	0.25945050827648736	-0.18519804155290243	0.8530737051371071	0.971999743833561
MT-ND4L	16038.438869898795	-0.024428774699034993	0.26427156849507566	-0.09243814928010385	0.9263499304237539	0.9886771435165821
PKN1	15967.196644594338	0.07329734933970232	0.2839732402623251	0.25811357884282565	0.7963192521733196	0.9573925159232358
RPL11	15481.699201537309	0.17592565986169914	0.21878885600181378	0.8040887597137979	0.4213457156700936	0.8329680686708774
RPLP2	15468.895595915417	0.2329832411395277	0.27169655944321147	0.8575126663987976	0.3911616176626692	0.819314068767953
TUBA1B	15452.113107612255	-0.31016146539835204	0.28641009228380676	-1.0829278498015	0.2788404492064981	0.741320348298341
HLA-A	15398.737941207177	0.1836325663707617	0.25796878153154856	0.7118402671848266	0.47656369449581426	0.8631573726801361
RPS12	15239.352689985062	0.12054805988848427	0.23159491650260647	0.5205125471185701	0.6027063850451213	0.9111049573313091
TKT	15321.530183437519	0.23461546807576814	0.27389657247356486	0.8565841695533158	0.39167473760614857	0.8193353877850881
SLC16A3	15265.188037143671	-0.5323406561182306	0.31710686609786093	-1.6787421309065798	0.09320231115618359	0.49389197671789586
HLA-B	15048.4289903714	0.460574391142925	0.24664589000745188	1.8673507640002018	0.06185262066853844	0.4157143135094669
KRT7	15072.28591755114	0.1334957404235322	0.27890333174923665	0.4786451979123679	0.6321910584656405	0.9206937921072286
RPL23	14779.706579761441	0.01893399250254105	0.23509750369294247	0.08053676540636719	0.9358103566232866	0.9894859142811138
TXNRD1	14398.637048621458	0.29769703510166956	0.30015129233087795	0.9918232661597108	0.32128374602035203	0.7744992128292953
MYL6	14756.662892390945	-0.3773220404788761	0.26563959819526156	-1.420428441551553	0.15548298754826084	0.6085442982200957
HDGF	14694.3082212075	-0.1344496617678522	0.24659519597022628	-0.5452241729157025	0.5855993480953996	0.9061008261671076
SLC25A3	14613.277002750634	0.04707987363920075	0.24088146061789417	0.19544830689100928	0.8450420023017069	0.9691739611296919
RHOA	14565.533508741044	0.091993096311592	0.23994317404098922	0.3833953463326151	0.7014266533090212	0.9388073657102939
PPP1R15A	14539.03089438451	0.6272452971651679	0.23889775194747706	2.6255805760075592	0.008650133270452274	0.14696149819715926
CAPNS1	14607.910705946475	0.37850293631793835	0.2819822600509292	1.3422934345216484	0.17950087137623427	0.6436984736329145
RPL7L1	14163.940136933672	0.044602653995667915	0.24413653635203703	0.1826955303869484	0.8550369229715892	0.9721704709203839
ATP1A1	14344.017140282835	0.07371740986306104	0.2353889142870967	0.31317281906126704	0.7541493677334523	0.9489271784104775
EIF5A	14438.7800641203	8.53484029500345e-05	0.2933252266305849	0.0002909685059496184	0.9997678407246988	0.9999531201614529
PTMA	14113.896923348655	-0.30145975312674633	0.22192453937299977	-1.358388549452243	0.1743404257201866	0.636901135567586
SCD	14086.027514397647	2.2847523649608097	0.21754674075529074	10.50235161891408	8.425457047711821e-26	2.728331501190042e-22
PYGB	14231.488530973249	0.25049368325488897	0.2765115783236936	0.9059066704311844	0.3649852534025926	0.804351412829183
CALM3	14041.00724051017	-0.23668112083960471	0.2635115215090729	-0.8981812995658924	0.36908890142094786	0.8068408824864436
SURF4	14023.615689106722	0.11651277748192065	0.25197341394223555	0.46240107501433064	0.6437937285514082	0.9240837109021144
AGRN	14092.103103129766	0.4354546583074481	0.3038478772080573	1.4331337849343413	0.15181960803844666	0.6039683120366662
SLC25A6	14043.621107264335	0.2205657685014165	0.2863544537507489	0.7702543669650873	0.4411490196472214	0.8478180152890684
JUN	13761.768844896027	0.21315378184849562	0.24530043746082275	0.8689498643170528	0.3848745537927142	0.8153824946468041
MYO1C	13907.215434066178	0.25602021628290716	0.28989373204717733	0.8831519552869892	0.3771541759981051	0.8122594952105064
TMBIM6	13649.751069934378	0.2732588686916093	0.21597967789103278	1.2652063905265907	0.20579735223767226	0.6746859135274508
GANAB	13744.044976829202	0.08113651898167924	0.2659284619576305	0.3051065628116424	0.7602849929712443	0.9507085512200661
CANX	13296.640327642364	0.4736291843580577	0.3118636905436054	1.5187057638306052	0.12883657514432334	0.5666919283242975
PEA15	13687.504576426489	0.730719658794866	0.2481152338727114	2.9450817968305056	0.0032286929375571803	0.07979367364404127
RPS27A	13463.045858597994	0.23058369382920998	0.22001541536582309	1.0480342636256412	0.2946228208890628	0.7534730837173931
CD151	13671.271339852849	0.021343530146917263	0.2962622707818531	0.07204268734790449	0.9425679364972231	0.9915611370168631
SLC2A1	13600.616128152875	-0.11937447011249558	0.2759863132090947	-0.4325376455246686	0.6653506975639318	0.9298063381603556
TUBA1C	13611.561333522623	-0.18806615520193312	0.28787484208421216	-0.6532913881613803	0.5135684432644152	0.8741729931178577
RPL35A	13369.773698730898	0.009460664060448636	0.23527628750429777	0.04021086936045699	0.967925012143233	0.9975603992113995
TLN1	13332.627751513539	0.21937250590891877	0.2759724605962492	0.7949072361602891	0.4266674646820571	0.8368471133455102
	13012.113454880056	-0.09734232235591712	0.21782813956016167	-0.44687671001768015	0.6549640807662114	0.9285109387694359
HNRNPC	12917.06038974997	-0.19302549605289784	0.22443022716699856	-0.8600690668519777	0.3897509714649633	0.8181898448526232
FKBP1A	13035.636407219952	0.10374028917317758	0.2417514739399095	0.42911957260274486	0.6678362091918906	0.9301641752806558
CTSB	13060.401935911403	-0.002820903294710065	0.25866411015107627	-0.01090566175981074	0.9912987133358699	0.9990209137346857
RPS7	12899.110574780587	0.2172180951160193	0.22568601343372366	0.9624792064476291	0.3358089433405035	0.7852129936723942
GPX4	13058.857225136688	-0.029042314595539208	0.28947171034878444	-0.10032867999621146	0.9200833890152913	0.986626276677037
RPL24	12838.732579836715	0.03320056532735611	0.22063062419326646	0.15048031273425266	0.8803856820326641	0.9786697272770933
KRT18	13072.295893441938	0.39918200579459084	0.2859696061556935	1.3958896232394007	0.16274773592508418	0.6196529123468507
CD63	12974.584343402845	0.2249856922612978	0.2684147737454786	0.8382015979293228	0.4019174897698985	0.8247942104226378
CALM2	12556.212286869	0.5870218221849847	0.28906923234410875	2.0307308993929603	0.04228230006340043	0.34453584314369223
NPM1	12485.005270182795	-0.012293291505119517	0.30383069997792195	-0.040460991947202235	0.9677256054755372	0.9975603992113995
ANXA5	12682.08411613731	0.18651388446771378	0.23202252018638894	0.8038611265746228	0.42147718269859447	0.8330310865365992
PLP2	12783.366357757439	0.35037611505981764	0.2742473605293416	1.2775915669107454	0.20139347558548015	0.6690278584777803
RPL37	12602.197298727004	0.279553640985566	0.24196101679251183	1.1553664498992038	0.24794039480983465	0.7138299279245863
PFKP	12646.893902984217	-0.14553356674499263	0.27391363515885137	-0.5313118737612058	0.5952026786106595	0.9091440159797346
YWHAE	12262.896422539672	-0.15247562369129497	0.2388467544568359	-0.6383826484812051	0.5232246232038391	0.8790778247648532
RPL36	12501.562147549019	0.19181272342686675	0.28715910934739447	0.6679667027202637	0.5041548473062206	0.87349075791707
TNIP1	12478.591503118842	-0.09801847325237911	0.2775877288414061	-0.3531080918507745	0.7240074067310871	0.9434835463492933
RPL14	12223.483076654795	-0.007453433789040983	0.21957666393934197	-0.0339445624836526	0.9729213579232052	0.9979295603295879
RAN	12336.249545837794	-0.11486393461749585	0.2368504993216382	-0.4849638693879759	0.627701975048718	0.918908017903598
RPS13	12204.788779763943	0.12152745944520292	0.2340527209749367	0.5192311327934382	0.6035995711121115	0.9111181959777582
FAU	12232.13350394435	0.1074645438698008	0.2947521896290494	0.36459286020927184	0.7154153452439054	0.9413747133563667
AHNAK	11823.741290902763	0.29560280324321503	0.26769818492617226	1.1042391016761601	0.2694894319418566	0.7321971727222124
ISG15	12109.925039439813	-0.304373014206023	0.2954274884547802	-1.0302799370432045	0.3028786143675367	0.7611406777100759
PRMT1	12068.685220915819	0.015414013171361863	0.266993805358469	0.057731725837859155	0.9539623222677889	0.9942366172688407
LGALS3BP	12061.565253383655	0.40166002475977386	0.2854909033491011	1.406910062800215	0.15945405930138	0.615574791165628
PRRC2A	12038.380677277893	0.185994190757588	0.28360341019780844	0.6558249445162181	0.5119367646862617	0.8740744896482668
LMNB2	11963.005871191335	-0.2287066990880458	0.27101972775587263	-0.8438747281676069	0.39873941150565617	0.8238338508507432
RPS25	11731.472804494706	0.12206042159835484	0.22434800408415023	0.5440673390282155	0.5863951348498415	0.9066158353920238
PRSS23	11752.379468844105	0.10224641178766224	0.21572921726131203	0.47395718153379063	0.6355304415134371	0.9219573521820473
RPS27	11737.026268711088	0.06184967921081101	0.23498646154190053	0.26320528767902046	0.7923923554784735	0.9562625110696322
TPM3	11657.225871082519	-0.08012489264944452	0.21946228259658265	-0.3650964152083059	0.7150394367400412	0.9411470790561749
BCL2L1	11785.495163588044	0.10114532990335959	0.2656850455429418	0.380696360597427	0.7034285697051809	0.9390772346182189
UBA52	11752.484189410628	-0.1563560451624634	0.2630269981780817	-0.5944486544936463	0.5522120745774564	0.8921797933372422
AP2M1	11742.919954504612	-0.12119438778337742	0.2790550279226121	-0.43430282796046665	0.6640685505348303	0.9298063381603556
EIF4G1	11506.977727415768	0.07010684016837375	0.25747516656867286	0.2722858328540011	0.7854022485913484	0.9556067626843577
TPT1	11289.760963206272	-0.04431072637194342	0.2465984930738662	-0.17968774188198539	0.8573977173679952	0.972553654446458
GNAI2	11295.028152694716	-0.3631334705208273	0.2740515883077191	-1.3250551575460403	0.18515285767888323	0.6491872871779854
RPL23A	11097.188452910397	-0.08630517753106648	0.2984882073680402	-0.28914099586068726	0.7724734825806592	0.9546653408647544
GSTP1	11339.383880271273	0.19391692061460536	0.2912406001285524	0.6658306586685072	0.5055193460779543	0.8734958675954239
FLOT1	11288.688539557173	0.5458020203975621	0.26637036400136876	2.0490343302408727	0.0404587580858294	0.33679575946923584
PTBP1	11229.453122297144	0.07860038027768967	0.27247271876255064	0.2884706426194061	0.7729864996041551	0.9546830163016229
H3-3B	10984.936829180582	0.3901454601334834	0.2272114406432196	1.7171030606073754	0.08596034308941897	0.4713687123593807
CST3	11209.684292596843	-0.09856091647371078	0.2902851425976271	-0.3395313848712161	0.7342094580514765	0.9453442823116791
BAG6	11199.722166926636	0.18801302551636426	0.28749401408513264	0.6539719656934836	0.5131298672264957	0.8741729931178577
MMP14	11081.467918793152	-0.4039348448960466	0.27281497253907994	-1.480618314811091	0.1387083121054713	0.5837864001298898
S100A10	11050.902104932145	0.4335223290049864	0.25103017353600593	1.726972988539185	0.08417251469206852	0.46666406543260897
FKBP8	11108.876589379042	-0.01611040498272813	0.28877701385232235	-0.05578839107660704	0.955510383120389	0.9947063983220098
RPS20	10988.726421226063	-0.048435819138315364	0.22893597122864712	-0.21156928235598527	0.8324430759453438	0.9671208565736455
CAPG	11014.242274486862	0.11315669248263019	0.28221111631836776	0.40096468898473847	0.6884461216649133	0.9364754123914759
CD44	10756.021606377748	-0.10613667095767239	0.22046042048045528	-0.4814318630363033	0.6302095954120444	0.9201662511783217
CTSD	10896.019918988108	0.38601618844855895	0.295321656487569	1.307104236918052	0.1911773125260804	0.6560470967876265
IGFBP7	10851.35595467792	0.8281179872440266	0.29187052381053086	2.8372785865201084	0.0045499892481843055	0.09822516788980279
SDC4	10725.25155116678	-0.0640498766124738	0.2323023921545754	-0.27571767995335417	0.7827649151638094	0.9549926983062084
KRT19	10734.091611138307	-0.7633228906772499	0.29379026761811516	-2.598189847695905	0.009371666405650625	0.15374080152297936
SHMT2	10792.95409902533	1.2094267889601071	0.2685836517065341	4.502979914360456	6.700721886697968e-06	0.0006615328540702854
ACTN1	10667.488101910965	0.5199197275169116	0.24372663205692782	2.1332085177932982	0.03290762470079324	0.30376063390836483
SLC3A2	10749.3520055891	1.432801449282753	0.27587058466122827	5.193744925876193	2.0610548139636979e-07	3.560074537067658e-05
NFE2L1	10630.45737251563	0.5663307628938329	0.23525043845485544	2.4073526349771788	0.016068645770499008	0.20808738865292245
HMGN2	10604.757702280936	-0.03009949826831248	0.233627182622931	-0.12883560008037415	0.8974877354755662	0.9822954986997497
LDLR	10681.560881627685	0.2482150565144384	0.2668325826196515	0.9302276883788557	0.3522532087880711	0.7993035144558513
SEPTIN9	10701.035135005799	0.12033843602752242	0.2828462189440582	0.4254553462895085	0.6705047668277916	0.931378061059435
EPHA2	10634.534426237064	-0.1151630202402111	0.2768320235992383	-0.4160032453721079	0.6774076284233794	0.9342339788588532
VAT1	10663.641692887328	0.10710009834437519	0.28031792208649486	0.3820665391181388	0.7024120103808003	0.9389657249071612
RPL30	10477.432305095595	0.01032934802091305	0.21976155412863416	0.04700252535922148	0.9625112148094209	0.9961658833405352
HNRNPK	10300.6638204938	0.2517108558271889	0.2426275999330812	1.0374370265238289	0.2995322298472234	0.7577697396025616
SAA1	10457.127675953267	-0.40082087484332757	0.267032945683469	-1.501016564894003	0.13335127716522965	0.5737618874718141
